NUMBER_OF_SALES,NUMBER_OF_UNIQUE_PRODUCT,NUMBER_OF_SHOPS,STORE_LOCATION,PRODUCT_DETAIL,PRODUCT_CATEGORY,PRODUCT_TYPE,PURCHASE_DATE,DAY_NAME,MONTH_NAME,DAY_OF_MONTH,MONTH_ID,YEAR,HOUR_OF_DAY,AVG_REVENUE,TOTAL_REVENUE,NUMBER_OF_UNITS_SOLD,TRANSACTIONS,TIME_BUCKETS,DAY_CLASSIFICATION
1,1,1,Hell's Kitchen,English Breakfast Rg,Tea,Brewed Black tea,2023-01-21,Sat,Jan,21,202301,2023,16,3,2.50,1,1,Evening,Weekend
1,1,1,Astoria,Peppermint Rg,Tea,Brewed herbal tea,2023-01-17,Tue,Jan,17,202301,2023,14,5,5.00,2,1,Afternoon,Weekday
1,1,1,Astoria,Almond Croissant,Bakery,Pastry,2023-01-20,Fri,Jan,20,202301,2023,12,4,3.75,1,1,Afternoon,Weekday
1,1,1,Hell's Kitchen,Ginger Scone,Bakery,Scone,2023-01-20,Fri,Jan,20,202301,2023,13,3,3.25,1,1,Afternoon,Weekday
2,1,1,Lower Manhattan,Serenity Green Tea Lg,Tea,Brewed Green tea,2023-01-22,Sun,Jan,22,202301,2023,7,15,15.00,5,2,Morning,Weekend
1,1,1,Lower Manhattan,Cranberry Scone,Bakery,Scone,2023-01-22,Sun,Jan,22,202301,2023,12,3,3.25,1,1,Afternoon,Weekend
2,1,1,Lower Manhattan,Spicy Eye Opener Chai Lg,Tea,Brewed Chai tea,2023-01-22,Sun,Jan,22,202301,2023,17,12,12.40,4,2,Evening,Weekend
1,1,1,Hell's Kitchen,Sustainably Grown Organic Rg,Drinking Chocolate,Hot chocolate,2023-01-22,Sun,Jan,22,202301,2023,17,4,3.75,1,1,Evening,Weekend
1,1,1,Lower Manhattan,Ethiopia Sm,Coffee,Gourmet brewed coffee,2023-01-23,Mon,Jan,23,202301,2023,6,4,4.40,2,1,Morning,Weekday
2,1,1,Lower Manhattan,Serenity Green Tea Lg,Tea,Brewed Green tea,2023-01-23,Mon,Jan,23,202301,2023,9,9,9.00,3,2,Morning,Weekday
1,1,1,Lower Manhattan,Chocolate syrup,Flavours,Regular syrup,2023-01-23,Mon,Jan,23,202301,2023,10,1,0.80,1,1,Morning,Weekday
1,1,1,Astoria,Earl Grey Lg,Tea,Brewed Black tea,2023-01-23,Mon,Jan,23,202301,2023,11,6,6.00,2,1,Morning,Weekday
1,1,1,Lower Manhattan,Morning Sunrise Chai Rg,Tea,Brewed Chai tea,2023-01-23,Mon,Jan,23,202301,2023,15,8,7.50,3,1,Afternoon,Weekday
4,1,1,Hell's Kitchen,Lemon Grass Rg,Tea,Brewed herbal tea,2023-01-24,Tue,Jan,24,202301,2023,8,13,12.50,5,4,Morning,Weekday
1,1,1,Lower Manhattan,Chocolate Croissant,Bakery,Pastry,2023-01-24,Tue,Jan,24,202301,2023,9,4,3.75,1,1,Morning,Weekday
1,1,1,Hell's Kitchen,Ethiopia,Coffee beans,Gourmet Beans,2023-01-24,Tue,Jan,24,202301,2023,10,21,21.00,1,1,Morning,Weekday
1,1,1,Lower Manhattan,Our Old Time Diner Blend Lg,Coffee,Drip coffee,2023-01-24,Tue,Jan,24,202301,2023,12,3,3.00,1,1,Afternoon,Weekday
1,1,1,Astoria,Croissant,Bakery,Pastry,2023-01-24,Tue,Jan,24,202301,2023,13,4,3.50,1,1,Afternoon,Weekday
2,1,1,Hell's Kitchen,Morning Sunrise Chai Rg,Tea,Brewed Chai tea,2023-01-25,Wed,Jan,25,202301,2023,9,5,5.00,2,2,Morning,Weekday
1,1,1,Astoria,Serenity Green Tea Rg,Tea,Brewed Green tea,2023-01-25,Wed,Jan,25,202301,2023,14,5,5.00,2,1,Afternoon,Weekday
1,1,1,Hell's Kitchen,English Breakfast Lg,Tea,Brewed Black tea,2023-01-26,Thu,Jan,26,202301,2023,8,3,3.00,1,1,Morning,Weekday
1,1,1,Lower Manhattan,Columbian Medium Roast Sm,Coffee,Gourmet brewed coffee,2023-01-26,Thu,Jan,26,202301,2023,8,4,4.00,2,1,Morning,Weekday
1,1,1,Astoria,Cappuccino Lg,Coffee,Barista Espresso,2023-01-26,Thu,Jan,26,202301,2023,8,4,4.25,1,1,Morning,Weekday
1,1,1,Lower Manhattan,Our Old Time Diner Blend Sm,Coffee,Drip coffee,2023-01-26,Thu,Jan,26,202301,2023,9,4,4.00,2,1,Morning,Weekday
2,1,1,Hell's Kitchen,Our Old Time Diner Blend Rg,Coffee,Drip coffee,2023-01-26,Thu,Jan,26,202301,2023,10,10,10.00,4,2,Morning,Weekday
3,1,1,Lower Manhattan,Earl Grey Rg,Tea,Brewed Black tea,2023-01-26,Thu,Jan,26,202301,2023,17,15,15.00,6,3,Evening,Weekday
1,1,1,Hell's Kitchen,Sustainably Grown Organic Rg,Drinking Chocolate,Hot chocolate,2023-01-27,Fri,Jan,27,202301,2023,14,8,7.50,2,1,Afternoon,Weekday
1,1,1,Lower Manhattan,Brazilian Lg,Coffee,Organic brewed coffee,2023-01-28,Sat,Jan,28,202301,2023,7,4,3.50,1,1,Morning,Weekend
1,1,1,Lower Manhattan,Ethiopia Sm,Coffee,Gourmet brewed coffee,2023-01-28,Sat,Jan,28,202301,2023,12,2,2.20,1,1,Afternoon,Weekend
2,1,1,Hell's Kitchen,Brazilian Lg,Coffee,Organic brewed coffee,2023-01-29,Sun,Jan,29,202301,2023,8,11,10.50,3,2,Morning,Weekend
1,1,1,Hell's Kitchen,Dark chocolate Lg,Drinking Chocolate,Hot chocolate,2023-01-29,Sun,Jan,29,202301,2023,12,5,4.50,1,1,Afternoon,Weekend
1,1,1,Astoria,Jamaican Coffee River Sm,Coffee,Premium brewed coffee,2023-01-26,Thu,Jan,26,202301,2023,16,5,4.90,2,1,Evening,Weekday
1,1,1,Lower Manhattan,Chocolate Croissant,Bakery,Pastry,2023-01-29,Sun,Jan,29,202301,2023,13,4,3.75,1,1,Afternoon,Weekend
1,1,1,Lower Manhattan,Jumbo Savory Scone,Bakery,Scone,2023-01-29,Sun,Jan,29,202301,2023,14,4,3.75,1,1,Afternoon,Weekend
1,1,1,Astoria,Dark chocolate Rg,Drinking Chocolate,Hot chocolate,2023-01-29,Sun,Jan,29,202301,2023,19,4,3.50,1,1,Evening,Weekend
1,1,1,Astoria,Peppermint Rg,Tea,Brewed herbal tea,2023-01-30,Mon,Jan,30,202301,2023,8,5,5.00,2,1,Morning,Weekday
1,1,1,Lower Manhattan,Brazilian Sm,Coffee,Organic brewed coffee,2023-01-30,Mon,Jan,30,202301,2023,10,4,4.40,2,1,Morning,Weekday
2,1,1,Hell's Kitchen,Ethiopia Lg,Coffee,Gourmet brewed coffee,2023-01-30,Mon,Jan,30,202301,2023,11,7,7.00,2,2,Morning,Weekday
1,1,1,Lower Manhattan,Earl Grey Lg,Tea,Brewed Black tea,2023-01-30,Mon,Jan,30,202301,2023,11,3,3.00,1,1,Morning,Weekday
2,1,1,Astoria,Earl Grey Lg,Tea,Brewed Black tea,2023-01-30,Mon,Jan,30,202301,2023,12,9,9.00,3,2,Afternoon,Weekday
2,1,1,Astoria,Earl Grey Rg,Tea,Brewed Black tea,2023-01-31,Tue,Jan,31,202301,2023,7,5,5.00,2,2,Morning,Weekday
1,1,1,Lower Manhattan,English Breakfast Lg,Tea,Brewed Black tea,2023-01-31,Tue,Jan,31,202301,2023,9,3,3.00,1,1,Morning,Weekday
1,1,1,Lower Manhattan,Earl Grey Lg,Tea,Brewed Black tea,2023-01-31,Tue,Jan,31,202301,2023,12,6,6.00,2,1,Afternoon,Weekday
1,1,1,Hell's Kitchen,Sugar Free Vanilla syrup,Flavours,Sugar free syrup,2023-01-31,Tue,Jan,31,202301,2023,12,2,1.60,2,1,Afternoon,Weekday
1,1,1,Lower Manhattan,Croissant,Bakery,Pastry,2023-01-31,Tue,Jan,31,202301,2023,16,4,3.50,1,1,Evening,Weekday
1,1,1,Hell's Kitchen,Morning Sunrise Chai Lg,Tea,Brewed Chai tea,2023-02-01,Wed,Feb,1,202302,2023,10,4,4.00,1,1,Morning,Weekday
2,1,1,Hell's Kitchen,Serenity Green Tea Lg,Tea,Brewed Green tea,2023-02-01,Wed,Feb,1,202302,2023,11,12,12.00,4,2,Morning,Weekday
2,1,1,Astoria,Morning Sunrise Chai Rg,Tea,Brewed Chai tea,2023-02-01,Wed,Feb,1,202302,2023,12,8,7.50,3,2,Afternoon,Weekday
1,1,1,Hell's Kitchen,Ethiopia Rg,Coffee,Gourmet brewed coffee,2023-02-01,Wed,Feb,1,202302,2023,14,6,6.00,2,1,Afternoon,Weekday
1,1,1,Lower Manhattan,Our Old Time Diner Blend Lg,Coffee,Drip coffee,2023-02-03,Fri,Feb,3,202302,2023,7,6,6.00,2,1,Morning,Weekday
1,1,1,Astoria,Our Old Time Diner Blend Lg,Coffee,Drip coffee,2023-02-03,Fri,Feb,3,202302,2023,19,3,3.00,1,1,Evening,Weekday
1,1,1,Astoria,Serenity Green Tea Lg,Tea,Brewed Green tea,2023-02-03,Fri,Feb,3,202302,2023,19,6,6.00,2,1,Evening,Weekday
1,1,1,Hell's Kitchen,Traditional Blend Chai Rg,Tea,Brewed Chai tea,2023-02-03,Fri,Feb,3,202302,2023,19,5,5.00,2,1,Evening,Weekday
2,1,1,Lower Manhattan,Latte,Coffee,Barista Espresso,2023-02-04,Sat,Feb,4,202302,2023,17,11,11.25,3,2,Evening,Weekend
1,1,1,Astoria,Our Old Time Diner Blend Sm,Coffee,Drip coffee,2023-02-05,Sun,Feb,5,202302,2023,11,4,4.00,2,1,Morning,Weekend
2,1,1,Astoria,Brazilian Sm,Coffee,Organic brewed coffee,2023-02-05,Sun,Feb,5,202302,2023,14,4,4.40,2,2,Afternoon,Weekend
1,1,1,Lower Manhattan,Latte Rg,Coffee,Barista Espresso,2023-02-05,Sun,Feb,5,202302,2023,14,4,4.25,1,1,Afternoon,Weekend
1,1,1,Astoria,Traditional Blend Chai Lg,Tea,Brewed Chai tea,2023-02-05,Sun,Feb,5,202302,2023,19,6,6.00,2,1,Evening,Weekend
1,1,1,Hell's Kitchen,Morning Sunrise Chai Rg,Tea,Brewed Chai tea,2023-02-05,Sun,Feb,5,202302,2023,19,5,5.00,2,1,Evening,Weekend
1,1,1,Lower Manhattan,Cappuccino Lg,Coffee,Barista Espresso,2023-02-06,Mon,Feb,6,202302,2023,10,4,4.25,1,1,Morning,Weekday
2,1,1,Astoria,English Breakfast Lg,Tea,Brewed Black tea,2023-02-06,Mon,Feb,6,202302,2023,19,6,6.00,2,2,Evening,Weekday
2,1,1,Astoria,Ethiopia Lg,Coffee,Gourmet brewed coffee,2023-02-07,Tue,Feb,7,202302,2023,9,7,7.00,2,2,Morning,Weekday
2,1,1,Lower Manhattan,Chocolate Chip Biscotti,Bakery,Biscotti,2023-02-07,Tue,Feb,7,202302,2023,10,7,7.00,2,2,Morning,Weekday
1,1,1,Hell's Kitchen,Brazilian Lg,Coffee,Organic brewed coffee,2023-02-07,Tue,Feb,7,202302,2023,15,7,7.00,2,1,Afternoon,Weekday
1,1,1,Hell's Kitchen,Our Old Time Diner Blend Lg,Coffee,Drip coffee,2023-02-08,Wed,Feb,8,202302,2023,13,3,3.00,1,1,Afternoon,Weekday
1,1,1,Astoria,Ginger Scone,Bakery,Scone,2023-02-08,Wed,Feb,8,202302,2023,14,3,3.25,1,1,Afternoon,Weekday
1,1,1,Lower Manhattan,Lemon Grass Rg,Tea,Brewed herbal tea,2023-02-08,Wed,Feb,8,202302,2023,19,5,5.00,2,1,Evening,Weekday
2,1,1,Astoria,Peppermint Lg,Tea,Brewed herbal tea,2023-02-09,Thu,Feb,9,202302,2023,9,6,6.00,2,2,Morning,Weekday
1,1,1,Hell's Kitchen,Sugar Free Vanilla syrup,Flavours,Sugar free syrup,2023-02-09,Thu,Feb,9,202302,2023,11,2,1.60,2,1,Morning,Weekday
1,1,1,Hell's Kitchen,Cappuccino Lg,Coffee,Barista Espresso,2023-02-09,Thu,Feb,9,202302,2023,14,9,8.50,2,1,Afternoon,Weekday
1,1,1,Lower Manhattan,Spicy Eye Opener Chai Rg,Tea,Brewed Chai tea,2023-02-09,Thu,Feb,9,202302,2023,15,5,5.10,2,1,Afternoon,Weekday
1,1,1,Lower Manhattan,Chocolate Croissant,Bakery,Pastry,2023-02-09,Thu,Feb,9,202302,2023,17,5,4.69,1,1,Evening,Weekday
1,1,1,Lower Manhattan,English Breakfast Lg,Tea,Brewed Black tea,2023-02-10,Fri,Feb,10,202302,2023,11,6,6.00,2,1,Morning,Weekday
1,1,1,Lower Manhattan,Our Old Time Diner Blend Rg,Coffee,Drip coffee,2023-02-10,Fri,Feb,10,202302,2023,16,5,5.00,2,1,Evening,Weekday
2,1,1,Hell's Kitchen,English Breakfast Rg,Tea,Brewed Black tea,2023-02-11,Sat,Feb,11,202302,2023,6,8,7.50,3,2,Morning,Weekend
1,1,1,Astoria,I Need My Bean! Latte cup,Branded,Housewares,2023-02-11,Sat,Feb,11,202302,2023,13,14,14.00,1,1,Afternoon,Weekend
1,1,1,Hell's Kitchen,Chili Mayan,Packaged Chocolate,Drinking Chocolate,2023-02-11,Sat,Feb,11,202302,2023,19,13,13.33,1,1,Evening,Weekend
1,1,1,Lower Manhattan,Jamaican Coffee River Lg,Coffee,Premium brewed coffee,2023-02-12,Sun,Feb,12,202302,2023,6,4,3.75,1,1,Morning,Weekend
1,1,1,Lower Manhattan,Our Old Time Diner Blend Rg,Coffee,Drip coffee,2023-02-12,Sun,Feb,12,202302,2023,9,5,5.00,2,1,Morning,Weekend
1,1,1,Lower Manhattan,Traditional Blend Chai Lg,Tea,Brewed Chai tea,2023-02-12,Sun,Feb,12,202302,2023,10,6,6.00,2,1,Morning,Weekend
1,1,1,Hell's Kitchen,Carmel syrup,Flavours,Regular syrup,2023-02-12,Sun,Feb,12,202302,2023,12,1,0.80,1,1,Afternoon,Weekend
1,1,1,Lower Manhattan,Spicy Eye Opener Chai Lg,Tea,Brewed Chai tea,2023-02-12,Sun,Feb,12,202302,2023,14,6,6.20,2,1,Afternoon,Weekend
1,1,1,Hell's Kitchen,Traditional Blend Chai Lg,Tea,Brewed Chai tea,2023-02-12,Sun,Feb,12,202302,2023,16,3,3.00,1,1,Evening,Weekend
1,1,1,Astoria,Cappuccino Lg,Coffee,Barista Espresso,2023-02-13,Mon,Feb,13,202302,2023,10,4,4.25,1,1,Morning,Weekday
1,1,1,Lower Manhattan,Earl Grey Lg,Tea,Brewed Black tea,2023-02-13,Mon,Feb,13,202302,2023,15,6,6.00,2,1,Afternoon,Weekday
1,1,1,Astoria,Earl Grey Lg,Tea,Brewed Black tea,2023-02-13,Mon,Feb,13,202302,2023,19,3,3.00,1,1,Evening,Weekday
1,1,1,Hell's Kitchen,Hazelnut syrup,Flavours,Regular syrup,2023-02-13,Mon,Feb,13,202302,2023,20,2,1.60,2,1,Night,Weekday
2,1,1,Astoria,Columbian Medium Roast Lg,Coffee,Gourmet brewed coffee,2023-02-14,Tue,Feb,14,202302,2023,8,6,6.00,2,2,Morning,Weekday
2,1,1,Lower Manhattan,Jumbo Savory Scone,Bakery,Scone,2023-02-14,Tue,Feb,14,202302,2023,9,8,7.50,2,2,Morning,Weekday
1,1,1,Lower Manhattan,Morning Sunrise Chai Rg,Tea,Brewed Chai tea,2023-02-14,Tue,Feb,14,202302,2023,10,3,2.50,1,1,Morning,Weekday
2,1,1,Lower Manhattan,Latte Rg,Coffee,Barista Espresso,2023-02-15,Wed,Feb,15,202302,2023,6,13,12.75,3,2,Morning,Weekday
1,1,1,Hell's Kitchen,I Need My Bean! Latte cup,Branded,Housewares,2023-02-16,Thu,Feb,16,202302,2023,7,14,14.00,1,1,Morning,Weekday
1,1,1,Astoria,Cappuccino,Coffee,Barista Espresso,2023-02-16,Thu,Feb,16,202302,2023,7,8,7.50,2,1,Morning,Weekday
2,1,1,Lower Manhattan,Jamaican Coffee River Lg,Coffee,Premium brewed coffee,2023-02-16,Thu,Feb,16,202302,2023,12,8,7.50,2,2,Afternoon,Weekday
1,1,1,Lower Manhattan,Ginger Scone,Bakery,Scone,2023-02-16,Thu,Feb,16,202302,2023,14,3,3.25,1,1,Afternoon,Weekday
1,1,1,Astoria,Jamaican Coffee River Lg,Coffee,Premium brewed coffee,2023-02-16,Thu,Feb,16,202302,2023,16,8,7.50,2,1,Evening,Weekday
2,1,1,Lower Manhattan,Dark chocolate Rg,Drinking Chocolate,Hot chocolate,2023-02-17,Fri,Feb,17,202302,2023,6,11,10.50,3,2,Morning,Weekday
1,1,1,Astoria,Morning Sunrise Chai Rg,Tea,Brewed Chai tea,2023-02-17,Fri,Feb,17,202302,2023,10,5,5.00,2,1,Morning,Weekday
1,1,1,Astoria,Brazilian Lg,Coffee,Organic brewed coffee,2023-02-17,Fri,Feb,17,202302,2023,15,7,7.00,2,1,Afternoon,Weekday
2,1,1,Hell's Kitchen,Serenity Green Tea Lg,Tea,Brewed Green tea,2023-02-18,Sat,Feb,18,202302,2023,7,9,9.00,3,2,Morning,Weekend
2,1,1,Lower Manhattan,Sugar Free Vanilla syrup,Flavours,Sugar free syrup,2023-02-19,Sun,Feb,19,202302,2023,6,2,2.40,3,2,Morning,Weekend
1,1,1,Astoria,Dark chocolate Lg,Drinking Chocolate,Hot chocolate,2023-02-19,Sun,Feb,19,202302,2023,14,5,4.50,1,1,Afternoon,Weekend
1,1,1,Lower Manhattan,I Need My Bean! Diner mug,Branded,Housewares,2023-02-20,Mon,Feb,20,202302,2023,9,12,12.00,1,1,Morning,Weekday
1,1,1,Lower Manhattan,Jamaican Coffee River Lg,Coffee,Premium brewed coffee,2023-02-20,Mon,Feb,20,202302,2023,14,8,7.50,2,1,Afternoon,Weekday
3,1,1,Lower Manhattan,Serenity Green Tea Lg,Tea,Brewed Green tea,2023-02-21,Tue,Feb,21,202302,2023,7,18,18.00,6,3,Morning,Weekday
2,1,1,Lower Manhattan,Jamaican Coffee River Rg,Coffee,Premium brewed coffee,2023-02-21,Tue,Feb,21,202302,2023,12,9,9.30,3,2,Afternoon,Weekday
1,1,1,Lower Manhattan,Sustainably Grown Organic Lg,Drinking Chocolate,Hot chocolate,2023-02-21,Tue,Feb,21,202302,2023,17,10,9.50,2,1,Evening,Weekday
1,1,1,Hell's Kitchen,Jumbo Savory Scone,Bakery,Scone,2023-02-22,Wed,Feb,22,202302,2023,7,4,3.75,1,1,Morning,Weekday
1,1,1,Astoria,Ethiopia Lg,Coffee,Gourmet brewed coffee,2023-02-23,Thu,Feb,23,202302,2023,7,7,7.00,2,1,Morning,Weekday
1,1,1,Astoria,Almond Croissant,Bakery,Pastry,2023-02-23,Thu,Feb,23,202302,2023,12,4,3.75,1,1,Afternoon,Weekday
2,1,1,Lower Manhattan,Brazilian Sm,Coffee,Organic brewed coffee,2023-02-24,Fri,Feb,24,202302,2023,6,9,8.80,4,2,Morning,Weekday
2,1,1,Astoria,Columbian Medium Roast Lg,Coffee,Gourmet brewed coffee,2023-02-24,Fri,Feb,24,202302,2023,18,9,9.00,3,2,Evening,Weekday
1,1,1,Hell's Kitchen,Our Old Time Diner Blend Rg,Coffee,Drip coffee,2023-02-25,Sat,Feb,25,202302,2023,12,3,2.50,1,1,Afternoon,Weekend
2,1,1,Hell's Kitchen,Ethiopia Sm,Coffee,Gourmet brewed coffee,2023-01-09,Mon,Jan,9,202301,2023,15,7,6.60,3,2,Afternoon,Weekday
1,1,1,Astoria,Our Old Time Diner Blend Rg,Coffee,Drip coffee,2023-01-11,Wed,Jan,11,202301,2023,9,3,2.50,1,1,Morning,Weekday
2,1,1,Hell's Kitchen,Ginger Biscotti,Bakery,Biscotti,2023-01-12,Thu,Jan,12,202301,2023,13,7,7.00,2,2,Afternoon,Weekday
2,1,1,Hell's Kitchen,Ginger Biscotti,Bakery,Biscotti,2023-01-13,Fri,Jan,13,202301,2023,10,7,7.00,2,2,Morning,Weekday
1,1,1,Lower Manhattan,Ethiopia Sm,Coffee,Gourmet brewed coffee,2023-01-13,Fri,Jan,13,202301,2023,17,4,4.40,2,1,Evening,Weekday
2,1,1,Hell's Kitchen,Spicy Eye Opener Chai Rg,Tea,Brewed Chai tea,2023-01-13,Fri,Jan,13,202301,2023,8,10,10.20,4,2,Morning,Weekday
1,1,1,Lower Manhattan,Ethiopia Lg,Coffee,Gourmet brewed coffee,2023-01-15,Sun,Jan,15,202301,2023,9,7,7.00,2,1,Morning,Weekend
1,1,1,Astoria,Our Old Time Diner Blend Lg,Coffee,Drip coffee,2023-01-15,Sun,Jan,15,202301,2023,10,3,3.00,1,1,Morning,Weekend
1,1,1,Astoria,Spicy Eye Opener Chai Lg,Tea,Brewed Chai tea,2023-01-15,Sun,Jan,15,202301,2023,17,3,3.10,1,1,Evening,Weekend
1,1,1,Lower Manhattan,Peppermint Rg,Tea,Brewed herbal tea,2023-01-16,Mon,Jan,16,202301,2023,6,3,2.50,1,1,Morning,Weekday
3,1,1,Astoria,Ethiopia Sm,Coffee,Gourmet brewed coffee,2023-01-16,Mon,Jan,16,202301,2023,7,11,11.00,5,3,Morning,Weekday
1,1,1,Hell's Kitchen,Dark chocolate Rg,Drinking Chocolate,Hot chocolate,2023-01-16,Mon,Jan,16,202301,2023,11,7,7.00,2,1,Morning,Weekday
1,1,1,Hell's Kitchen,Our Old Time Diner Blend Sm,Coffee,Drip coffee,2023-01-16,Mon,Jan,16,202301,2023,16,2,2.00,1,1,Evening,Weekday
2,1,1,Hell's Kitchen,Peppermint Lg,Tea,Brewed herbal tea,2023-01-16,Mon,Jan,16,202301,2023,17,9,9.00,3,2,Evening,Weekday
1,1,1,Hell's Kitchen,Carmel syrup,Flavours,Regular syrup,2023-01-17,Tue,Jan,17,202301,2023,8,2,1.60,2,1,Morning,Weekday
1,1,1,Lower Manhattan,Peppermint Rg,Tea,Brewed herbal tea,2023-01-17,Tue,Jan,17,202301,2023,12,5,5.00,2,1,Afternoon,Weekday
1,1,1,Lower Manhattan,Jamaican Coffee River Sm,Coffee,Premium brewed coffee,2023-01-18,Wed,Jan,18,202301,2023,10,5,4.90,2,1,Morning,Weekday
1,1,1,Hell's Kitchen,Sustainably Grown Organic Rg,Drinking Chocolate,Hot chocolate,2023-01-18,Wed,Jan,18,202301,2023,19,4,3.75,1,1,Evening,Weekday
1,1,1,Lower Manhattan,Jamaican Coffee River Lg,Coffee,Premium brewed coffee,2023-01-19,Thu,Jan,19,202301,2023,8,4,3.75,1,1,Morning,Weekday
1,1,1,Hell's Kitchen,Sustainably Grown Organic Lg,Drinking Chocolate,Hot chocolate,2023-01-19,Thu,Jan,19,202301,2023,15,10,9.50,2,1,Afternoon,Weekday
2,1,1,Lower Manhattan,Spicy Eye Opener Chai Rg,Tea,Brewed Chai tea,2023-01-20,Fri,Jan,20,202301,2023,7,8,7.65,3,2,Morning,Weekday
2,1,1,Lower Manhattan,Almond Croissant,Bakery,Pastry,2023-01-20,Fri,Jan,20,202301,2023,10,8,7.50,2,2,Morning,Weekday
1,1,1,Hell's Kitchen,Scottish Cream Scone ,Bakery,Scone,2023-01-20,Fri,Jan,20,202301,2023,15,5,4.50,1,1,Afternoon,Weekday
1,1,1,Hell's Kitchen,Earl Grey Lg,Tea,Brewed Black tea,2023-01-20,Fri,Jan,20,202301,2023,16,6,6.00,2,1,Evening,Weekday
2,1,1,Astoria,Columbian Medium Roast Rg,Coffee,Gourmet brewed coffee,2023-01-20,Fri,Jan,20,202301,2023,16,5,5.00,2,2,Evening,Weekday
1,1,1,Hell's Kitchen,Serenity Green Tea Rg,Tea,Brewed Green tea,2023-01-20,Fri,Jan,20,202301,2023,16,3,2.50,1,1,Evening,Weekday
1,1,1,Hell's Kitchen,Carmel syrup,Flavours,Regular syrup,2023-01-21,Sat,Jan,21,202301,2023,8,1,0.80,1,1,Morning,Weekend
1,1,1,Hell's Kitchen,Our Old Time Diner Blend,Coffee beans,House blend Beans,2023-01-21,Sat,Jan,21,202301,2023,10,18,18.00,1,1,Morning,Weekend
1,1,1,Lower Manhattan,Ethiopia,Coffee beans,Gourmet Beans,2023-01-21,Sat,Jan,21,202301,2023,10,21,21.00,1,1,Morning,Weekend
1,1,1,Hell's Kitchen,Carmel syrup,Flavours,Regular syrup,2023-01-21,Sat,Jan,21,202301,2023,12,2,1.60,2,1,Afternoon,Weekend
1,1,1,Lower Manhattan,Hazelnut syrup,Flavours,Regular syrup,2023-01-17,Tue,Jan,17,202301,2023,6,2,1.60,2,1,Morning,Weekday
1,1,1,Lower Manhattan,Chocolate syrup,Flavours,Regular syrup,2023-01-18,Wed,Jan,18,202301,2023,15,2,1.60,2,1,Afternoon,Weekday
2,1,1,Lower Manhattan,Ouro Brasileiro shot,Coffee,Barista Espresso,2023-01-22,Sun,Jan,22,202301,2023,10,6,6.30,3,2,Morning,Weekend
1,1,1,Lower Manhattan,Sugar Free Vanilla syrup,Flavours,Sugar free syrup,2023-01-22,Sun,Jan,22,202301,2023,18,2,1.60,2,1,Evening,Weekend
1,1,1,Astoria,Traditional Blend Chai Rg,Tea,Brewed Chai tea,2023-01-23,Mon,Jan,23,202301,2023,7,5,5.00,2,1,Morning,Weekday
1,1,1,Lower Manhattan,Serenity Green Tea Rg,Tea,Brewed Green tea,2023-01-23,Mon,Jan,23,202301,2023,8,5,5.00,2,1,Morning,Weekday
2,1,1,Hell's Kitchen,Earl Grey Lg,Tea,Brewed Black tea,2023-01-23,Mon,Jan,23,202301,2023,12,6,6.00,2,2,Afternoon,Weekday
1,1,1,Astoria,Almond Croissant,Bakery,Pastry,2023-01-24,Tue,Jan,24,202301,2023,8,4,3.75,1,1,Morning,Weekday
2,1,1,Lower Manhattan,Jumbo Savory Scone,Bakery,Scone,2023-01-24,Tue,Jan,24,202301,2023,9,8,7.50,2,2,Morning,Weekday
1,1,1,Astoria,Latte Rg,Coffee,Barista Espresso,2023-01-24,Tue,Jan,24,202301,2023,18,9,8.50,2,1,Evening,Weekday
1,1,1,Astoria,Traditional Blend Chai Rg,Tea,Brewed Chai tea,2023-01-24,Tue,Jan,24,202301,2023,19,5,5.00,2,1,Evening,Weekday
1,1,1,Hell's Kitchen,Croissant,Bakery,Pastry,2023-01-25,Wed,Jan,25,202301,2023,9,4,3.50,1,1,Morning,Weekday
2,1,1,Astoria,Our Old Time Diner Blend Rg,Coffee,Drip coffee,2023-01-25,Wed,Jan,25,202301,2023,11,5,5.00,2,2,Morning,Weekday
1,1,1,Hell's Kitchen,Peppermint Lg,Tea,Brewed herbal tea,2023-01-25,Wed,Jan,25,202301,2023,15,6,6.00,2,1,Afternoon,Weekday
2,1,1,Astoria,Brazilian Lg,Coffee,Organic brewed coffee,2023-01-26,Thu,Jan,26,202301,2023,7,11,10.50,3,2,Morning,Weekday
1,1,1,Hell's Kitchen,Ginger Scone,Bakery,Scone,2023-01-26,Thu,Jan,26,202301,2023,8,3,3.25,1,1,Morning,Weekday
1,1,1,Lower Manhattan,Earl Grey Lg,Tea,Brewed Black tea,2023-01-26,Thu,Jan,26,202301,2023,8,6,6.00,2,1,Morning,Weekday
1,1,1,Astoria,Our Old Time Diner Blend Lg,Coffee,Drip coffee,2023-01-26,Thu,Jan,26,202301,2023,17,3,3.00,1,1,Evening,Weekday
2,1,1,Hell's Kitchen,Our Old Time Diner Blend Rg,Coffee,Drip coffee,2023-01-27,Fri,Jan,27,202301,2023,10,8,7.50,3,2,Morning,Weekday
1,1,1,Astoria,Columbian Medium Roast Lg,Coffee,Gourmet brewed coffee,2023-01-27,Fri,Jan,27,202301,2023,10,6,6.00,2,1,Morning,Weekday
1,1,1,Astoria,Oatmeal Scone,Bakery,Scone,2023-01-27,Fri,Jan,27,202301,2023,14,3,3.00,1,1,Afternoon,Weekday
